開獎日期,期別,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
2008-01-15,97000005,5,8,10,31,32,41,11
2008-01-11,97000004,3,7,8,27,37,49,48
2008-01-08,97000003,3,7,12,17,28,44,36
2008-01-04,97000002,5,13,29,31,39,40,33
2008-01-01,97000001,13,18,27,43,47,48,21
2007-12-28,96000104,10,12,16,18,22,29,30
2007-12-25,96000103,5,6,9,18,31,37,32
2007-12-21,96000102,15,19,20,22,28,44,42
2007-12-18,96000101,4,7,13,19,23,49,17
2007-12-14,96000100,1,17,26,27,34,39,13
2007-12-11,96000099,10,15,16,20,27,43,19
2007-12-07,96000098,8,10,17,28,32,34,42
2007-12-04,96000097,1,16,31,38,43,44,42
2007-11-30,96000096,8,15,16,19,30,45,44
2007-11-27,96000095,8,12,16,34,36,47,33
2007-11-23,96000094,1,22,23,43,46,49,33
2007-11-20,96000093,1,16,17,20,22,42,29
2007-11-16,96000092,16,20,22,39,42,46,38
2007-11-13,96000091,3,5,16,17,32,37,24
2007-11-09,96000090,1,2,6,12,18,24,25
2007-11-06,96000089,1,10,27,40,43,44,2
2007-11-02,96000088,4,10,28,44,45,48,39
2007-10-30,96000087,1,4,9,17,19,41,7
2007-10-26,96000086,3,11,13,16,21,36,26
2007-10-23,96000085,10,25,29,34,47,49,17
2007-10-19,96000084,15,17,22,28,36,46,24
2007-10-16,96000083,5,7,11,18,38,40,31
2007-10-12,96000082,9,20,23,26,28,37,44
2007-10-09,96000081,9,36,38,40,46,47,13
2007-10-05,96000080,3,10,19,26,29,48,18
2007-10-02,96000079,3,4,8,9,24,49,23
2007-09-28,96000078,8,9,16,17,19,30,45
2007-09-25,96000077,8,10,12,28,38,42,33
2007-09-21,96000076,1,16,24,31,35,39,21
2007-09-18,96000075,20,25,29,31,37,46,49
2007-09-14,96000074,2,15,22,27,45,48,32
2007-09-11,96000073,3,14,18,22,28,36,47
2007-09-07,96000072,3,5,22,32,42,49,28
2007-09-04,96000071,9,17,18,21,42,48,7
2007-08-31,96000070,23,31,35,40,41,44,21
2007-08-28,96000069,2,11,22,29,34,39,45
2007-08-24,96000068,4,6,7,12,25,47,9
2007-08-21,96000067,16,24,25,38,42,46,6
2007-08-17,96000066,2,12,31,35,43,47,40
2007-08-14,96000065,2,5,12,25,26,38,6
2007-08-10,96000064,11,22,27,29,35,40,48
2007-08-07,96000063,1,5,18,25,35,41,14
2007-08-03,96000062,2,12,15,27,38,40,35
2007-07-31,96000061,1,6,7,25,39,41,5
2007-07-27,96000060,13,21,32,39,42,46,36
2007-07-24,96000059,1,7,12,22,29,31,4
2007-07-20,96000058,2,5,10,19,23,25,11
2007-07-17,96000057,15,29,37,39,48,49,46
2007-07-13,96000056,5,10,13,18,34,35,15
2007-07-10,96000055,2,29,34,40,44,45,1
2007-07-06,96000054,9,12,23,36,44,48,26
2007-07-03,96000053,1,5,9,21,24,49,35
2007-06-29,96000052,9,23,26,28,29,44,31
2007-06-26,96000051,18,24,37,38,43,47,2
2007-06-22,96000050,13,32,35,39,41,42,1
2007-06-19,96000049,20,28,33,41,43,45,10
2007-06-15,96000048,11,17,28,34,36,46,26
2007-06-12,96000047,3,5,20,38,39,44,43
2007-06-08,96000046,1,2,11,26,28,46,16
2007-06-05,96000045,1,16,23,25,36,47,21
2007-06-01,96000044,7,8,11,25,34,43,16
2007-05-29,96000043,10,15,18,43,45,48,11
2007-05-25,96000042,2,11,13,25,34,36,38
2007-05-22,96000041,1,18,30,32,41,48,24
2007-05-18,96000040,11,12,27,41,43,46,36
2007-05-15,96000039,13,31,35,40,47,48,39
2007-05-11,96000038,10,13,21,26,29,47,49
2007-05-08,96000037,1,16,27,28,41,46,38
2007-05-04,96000036,6,22,34,38,40,44,15
2007-05-01,96000035,21,24,28,34,45,49,46
2007-04-27,96000034,9,10,29,32,38,42,37
2007-04-24,96000033,8,20,22,25,38,40,41
2007-04-20,96000032,9,15,16,19,44,49,37
2007-04-17,96000031,8,31,40,44,45,48,6
2007-04-13,96000030,5,15,23,28,31,33,49
2007-04-10,96000029,2,4,6,20,42,47,39
2007-04-06,96000028,10,18,22,34,35,37,41
2007-04-03,96000027,4,10,39,43,45,49,33
2007-03-30,96000026,14,31,33,40,45,46,49
2007-03-27,96000025,4,11,21,39,42,43,10
2007-03-23,96000024,5,6,17,19,20,32,18
2007-03-20,96000023,14,15,25,37,47,49,13
2007-03-16,96000022,28,35,36,38,43,49,47
2007-03-13,96000021,4,13,22,24,26,41,28
2007-03-09,96000020,12,14,20,21,23,31,45
2007-03-06,96000019,2,15,16,31,33,46,40
2007-03-02,96000018,12,15,24,32,39,49,6
2007-02-27,96000017,6,22,36,39,48,49,28
2007-02-23,96000016,5,13,25,30,39,48,36
2007-02-20,96000015,1,13,19,33,38,45,36
2007-02-16,96000014,18,19,27,34,44,48,37
2007-02-13,96000013,2,8,25,39,43,46,13
2007-02-09,96000012,7,28,30,41,45,48,44
2007-02-06,96000011,12,16,26,32,41,48,1
2007-02-02,96000010,7,8,10,12,47,48,38
2007-01-30,96000009,6,18,26,39,42,45,14
2007-01-26,96000008,8,13,18,26,34,36,17
2007-01-23,96000007,6,7,15,31,36,44,29
2007-01-19,96000006,6,26,27,44,45,46,2
2007-01-16,96000005,13,28,33,38,43,48,4
2007-01-12,96000004,10,16,26,28,31,33,44
2007-01-09,96000003,26,28,35,39,44,45,18
2007-01-05,96000002,12,19,23,42,44,48,33
2007-01-02,96000001,13,21,23,27,31,49,19
