開獎日期,期別,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
2021-07-02,110000062,4,9,11,25,27,29,22
2021-06-29,110000061,1,23,25,30,38,45,14
2021-06-25,110000060,1,4,9,37,38,41,40
2021-06-22,110000059,14,17,27,43,45,48,41
2021-06-18,110000058,2,18,22,25,41,43,14
2021-06-15,110000057,9,11,23,34,41,45,49
2021-06-11,110000056,7,9,16,23,27,44,46
2021-06-08,110000055,4,6,26,36,38,47,43
2021-06-04,110000054,7,8,24,28,32,41,10
2021-06-01,110000053,1,2,9,26,35,41,46
2021-05-28,110000052,4,12,18,23,43,46,7
2021-05-25,110000051,15,31,38,44,46,48,21
2021-05-21,110000050,2,4,25,26,27,29,41
2021-05-18,110000049,11,15,16,18,35,43,46
2021-05-14,110000048,2,13,14,30,43,48,17
2021-05-11,110000047,5,7,9,27,35,42,19
2021-05-07,110000046,12,22,26,35,36,49,32
2021-05-04,110000045,5,15,17,19,27,37,42
2021-04-30,110000044,4,14,22,42,46,47,21
2021-04-27,110000043,5,8,20,23,34,39,31
2021-04-23,110000042,18,20,23,32,37,46,39
2021-04-20,110000041,5,7,9,15,24,26,12
2021-04-16,110000040,7,10,16,21,33,46,2
2021-04-13,110000039,11,25,31,32,35,42,41
2021-04-09,110000038,6,9,18,25,29,35,46
2021-04-06,110000037,1,22,26,28,34,38,35
2021-04-02,110000036,17,21,25,30,40,42,26
2021-03-30,110000035,17,22,23,25,31,33,3
2021-03-26,110000034,15,21,24,30,37,38,34
2021-03-23,110000033,2,15,28,43,45,49,35
2021-03-19,110000032,7,19,28,35,38,48,8
2021-03-16,110000031,8,19,22,24,30,43,13
2021-03-12,110000030,8,21,26,30,33,46,45
2021-03-09,110000029,8,9,13,29,36,46,23
2021-03-05,110000028,6,8,14,29,38,48,35
2021-03-02,110000027,5,7,11,24,27,30,12
2021-02-26,110000026,4,13,22,23,39,42,26
2021-02-23,110000025,1,6,18,19,20,42,43
2021-02-21,110000024,9,18,25,27,32,39,40
2021-02-20,110000023,1,6,10,11,26,47,22
2021-02-19,110000022,2,28,31,36,40,45,24
2021-02-18,110000021,1,3,9,41,42,48,27
2021-02-17,110000020,2,13,24,26,45,49,10
2021-02-16,110000019,1,9,11,12,37,46,43
2021-02-15,110000018,4,8,10,18,33,40,2
2021-02-14,110000017,1,12,16,17,38,45,32
2021-02-13,110000016,13,30,37,40,43,46,5
2021-02-12,110000015,5,6,10,12,44,48,36
2021-02-11,110000014,7,17,18,26,41,47,39
2021-02-10,110000013,3,18,24,34,41,42,37
2021-02-09,110000012,1,3,6,12,27,43,2
2021-02-05,110000011,5,9,19,31,33,35,32
2021-02-02,110000010,14,34,35,38,43,47,40
2021-01-29,110000009,14,22,30,31,39,40,49
2021-01-26,110000008,8,20,23,37,43,46,44
2021-01-22,110000007,7,30,34,36,45,46,43
2021-01-19,110000006,15,29,31,33,41,47,37
2021-01-15,110000005,3,4,8,11,42,44,21
2021-01-12,110000004,1,10,20,28,37,44,33
2021-01-08,110000003,4,18,24,26,43,47,33
2021-01-05,110000002,8,13,17,20,43,48,38
2021-01-01,110000001,5,37,41,42,46,49,18
2020-12-29,109000112,10,14,33,34,35,39,40
2020-12-25,109000111,1,5,6,19,29,30,39
2020-12-22,109000110,20,22,25,30,31,45,2
2020-12-18,109000109,2,11,24,26,30,41,1
2020-12-15,109000108,2,6,17,21,43,48,41
2020-12-11,109000107,8,17,36,37,42,43,34
2020-12-08,109000106,2,4,10,15,31,45,17
2020-12-04,109000105,2,13,27,30,41,44,40
2020-12-01,109000104,4,22,29,37,44,49,30
2020-11-27,109000103,1,19,26,30,35,48,11
2020-11-24,109000102,5,29,36,38,44,45,23
2020-11-20,109000101,16,27,29,35,37,48,31
2020-11-17,109000100,6,14,18,20,38,41,29
2020-11-13,109000099,7,9,12,15,25,29,47
2020-11-10,109000098,5,17,19,21,28,29,43
2020-11-06,109000097,5,9,25,39,44,46,2
2020-11-03,109000096,6,11,15,30,32,44,29
2020-10-30,109000095,6,10,13,19,40,45,7
2020-10-27,109000094,2,9,19,28,30,32,35
2020-10-23,109000093,3,9,20,25,26,35,39
2020-10-20,109000092,5,17,18,28,30,39,13
2020-10-16,109000091,7,25,28,33,44,47,19
2020-10-13,109000090,1,3,15,27,39,41,20
2020-10-09,109000089,2,7,19,25,42,47,6
2020-10-06,109000088,4,5,22,23,34,40,37
2020-10-02,109000087,11,15,16,18,24,26,46
2020-09-29,109000086,1,7,8,33,42,47,31
2020-09-25,109000085,10,31,35,36,39,48,27
2020-09-22,109000084,3,4,5,8,24,29,7
2020-09-18,109000083,3,29,30,32,43,44,35
2020-09-15,109000082,7,16,29,32,37,48,21
2020-09-11,109000081,1,26,29,39,48,49,9
2020-09-08,109000080,1,2,9,20,26,48,36
2020-09-04,109000079,2,9,11,13,39,43,35
2020-09-01,109000078,1,2,6,8,38,43,24
2020-08-28,109000077,13,14,19,22,23,36,24
2020-08-25,109000076,2,23,28,35,46,48,33
2020-08-21,109000075,5,14,40,44,45,46,32
2020-08-18,109000074,4,22,30,43,45,47,15
2020-08-14,109000073,16,20,24,25,31,33,37
2020-08-11,109000072,8,12,40,42,44,47,5
2020-08-07,109000071,6,9,19,40,44,45,1
2020-08-04,109000070,1,5,11,19,31,33,6
2020-07-31,109000069,16,17,18,19,33,45,25
2020-07-28,109000068,8,10,22,23,29,35,2
2020-07-24,109000067,2,20,21,24,35,37,9
2020-07-21,109000066,3,16,25,31,33,36,14
2020-07-17,109000065,5,6,15,25,30,41,29
2020-07-14,109000064,4,10,24,29,32,49,43
2020-07-10,109000063,4,5,22,27,46,49,41
2020-07-07,109000062,4,17,22,34,44,46,13
2020-07-03,109000061,13,19,20,24,40,45,33
2020-06-30,109000060,26,29,31,43,46,49,6
2020-06-26,109000059,10,12,16,37,40,41,5
2020-06-23,109000058,1,2,16,22,27,45,13
2020-06-19,109000057,1,15,16,25,43,46,6
2020-06-16,109000056,6,13,20,23,29,46,42
2020-06-12,109000055,1,6,28,30,33,48,27
2020-06-09,109000054,8,17,28,35,36,47,41
2020-06-05,109000053,3,5,8,24,26,49,19
2020-06-02,109000052,1,6,22,25,33,48,19
2020-05-29,109000051,31,35,39,40,45,49,41
2020-05-26,109000050,1,5,25,29,33,38,19
2020-05-22,109000049,3,7,10,13,39,46,29
2020-05-19,109000048,27,32,33,40,43,44,37
2020-05-15,109000047,6,11,31,40,42,45,43
2020-05-12,109000046,1,5,8,11,35,36,26
2020-05-08,109000045,8,9,10,24,27,31,33
2020-05-05,109000044,17,19,24,36,43,49,26
2020-05-01,109000043,5,18,25,34,48,49,45
2020-04-28,109000042,16,29,36,39,43,48,42
2020-04-24,109000041,7,10,14,15,17,39,45
2020-04-21,109000040,1,2,29,33,45,47,39
2020-04-17,109000039,1,21,31,33,42,44,22
2020-04-14,109000038,17,19,21,26,33,45,12
2020-04-10,109000037,13,33,41,47,48,49,1
2020-04-07,109000036,4,7,12,18,27,44,23
2020-04-03,109000035,2,17,32,43,45,47,34
2020-03-31,109000034,6,21,26,34,36,49,23
2020-03-27,109000033,2,8,10,16,23,49,41
2020-03-24,109000032,10,12,16,29,41,45,1
2020-03-20,109000031,1,8,13,43,46,48,29
2020-03-17,109000030,10,17,28,29,43,47,4
2020-03-13,109000029,14,22,32,33,34,49,31
2020-03-10,109000028,1,4,12,25,34,37,42
2020-03-06,109000027,8,12,13,15,16,30,45
2020-03-03,109000026,8,10,11,17,28,42,40
2020-02-28,109000025,2,9,18,27,46,48,25
2020-02-25,109000024,1,2,8,44,47,48,9
2020-02-21,109000023,13,15,27,34,35,39,31
2020-02-18,109000022,4,13,31,35,37,42,49
2020-02-14,109000021,7,13,23,33,35,36,9
2020-02-11,109000020,9,22,23,37,43,46,38
2020-02-07,109000019,5,15,19,22,30,42,31
2020-02-04,109000018,3,23,27,28,37,48,8
2020-02-02,109000017,3,16,17,30,33,37,29
2020-02-01,109000016,2,10,12,20,26,34,28
2020-01-31,109000015,14,16,19,28,32,49,1
2020-01-30,109000014,6,24,35,41,46,49,9
2020-01-29,109000013,1,4,9,14,15,49,32
2020-01-28,109000012,2,3,13,20,28,38,40
2020-01-27,109000011,9,12,23,33,39,45,24
2020-01-26,109000010,3,28,29,35,41,47,48
2020-01-25,109000009,5,13,16,31,41,45,9
2020-01-24,109000008,7,13,18,21,38,44,3
2020-01-23,109000007,13,18,23,30,44,48,37
2020-01-21,109000006,17,22,30,38,44,48,36
2020-01-17,109000005,7,9,20,42,44,45,8
2020-01-14,109000004,7,20,34,37,38,47,18
2020-01-10,109000003,4,7,12,17,33,38,11
2020-01-07,109000002,1,5,8,15,16,38,7
2020-01-03,109000001,16,18,19,29,30,47,10
2019-12-31,108000112,10,14,26,38,39,47,8
2019-12-27,108000111,17,18,25,32,43,45,5
2019-12-24,108000110,9,18,31,45,48,49,22
2019-12-20,108000109,16,21,22,28,32,46,24
2019-12-17,108000108,9,21,27,31,38,49,3
2019-12-13,108000107,7,12,26,31,37,49,17
2019-12-10,108000106,3,8,18,19,41,48,36
2019-12-06,108000105,16,18,22,23,24,41,39
2019-12-03,108000104,5,9,11,15,36,45,27
2019-11-29,108000103,10,21,24,30,35,45,22
2019-11-26,108000102,8,10,15,19,36,45,37
2019-11-22,108000101,3,18,23,24,26,49,32
2019-11-19,108000100,5,15,30,35,38,47,18
2019-11-15,108000099,3,6,11,16,26,44,31
2019-11-12,108000098,1,19,25,27,31,40,12
2019-11-08,108000097,1,3,9,26,40,47,15
2019-11-05,108000096,9,13,22,37,40,42,26
2019-11-01,108000095,12,15,23,33,41,42,11
2019-10-29,108000094,3,10,12,22,36,41,18
2019-10-25,108000093,3,8,14,16,26,36,41
2019-10-22,108000092,6,17,22,23,32,42,13
2019-10-18,108000091,3,23,32,36,39,40,49
2019-10-15,108000090,13,21,28,35,37,38,33
2019-10-11,108000089,7,12,17,21,30,37,49
2019-10-08,108000088,7,13,18,21,26,34,8
2019-10-04,108000087,10,21,23,33,42,48,41
2019-10-01,108000086,2,9,12,15,20,49,40
2019-09-27,108000085,10,21,25,26,35,37,4
2019-09-24,108000084,2,16,18,20,22,39,21
2019-09-20,108000083,8,17,23,24,31,34,25
2019-09-17,108000082,12,18,29,40,41,48,24
2019-09-13,108000081,2,7,15,27,37,39,43
2019-09-10,108000080,3,12,17,20,29,38,47
2019-09-06,108000079,2,14,19,20,26,43,23
2019-09-03,108000078,11,13,25,32,33,48,31
2019-08-30,108000077,6,26,35,42,44,48,7
2019-08-27,108000076,1,4,8,10,45,47,41
2019-08-23,108000075,5,17,19,21,42,43,16
2019-08-20,108000074,1,16,19,27,35,42,41
2019-08-16,108000073,7,8,31,33,41,45,39
2019-08-13,108000072,5,21,25,32,36,41,33
2019-08-09,108000071,4,13,18,26,41,48,33
2019-08-06,108000070,1,10,20,37,38,49,31
2019-08-02,108000069,5,34,42,46,48,49,14
2019-07-30,108000068,4,12,21,24,33,35,42
2019-07-26,108000067,4,11,36,40,41,48,49
2019-07-23,108000066,12,14,35,37,42,47,6
2019-07-19,108000065,12,17,26,33,35,39,10
2019-07-16,108000064,15,30,31,37,39,48,8
2019-07-12,108000063,12,14,18,19,37,47,30
2019-07-09,108000062,11,17,20,34,37,41,6
2019-07-05,108000061,11,17,32,33,38,46,15
2019-07-02,108000060,2,4,11,33,39,42,19
2019-06-28,108000059,9,13,15,26,31,33,10
2019-06-25,108000058,8,20,31,36,38,45,33
2019-06-21,108000057,7,12,26,30,31,32,13
2019-06-18,108000056,5,16,27,29,33,45,28
2019-06-14,108000055,6,10,12,22,24,37,3
2019-06-11,108000054,6,31,32,39,40,42,28
2019-06-07,108000053,18,22,26,27,30,38,45
2019-06-04,108000052,5,6,19,23,43,48,7
2019-05-31,108000051,8,15,21,31,36,46,18
2019-05-28,108000050,3,11,22,36,38,40,7
2019-05-24,108000049,12,13,19,21,29,39,41
2019-05-21,108000048,7,10,18,32,41,46,42
2019-05-17,108000047,2,7,12,21,23,45,10
2019-05-14,108000046,9,15,27,28,40,43,45
2019-05-10,108000045,11,17,27,31,33,37,12
2019-05-07,108000044,2,14,23,29,35,43,22
2019-05-03,108000043,6,7,19,31,32,40,15
2019-04-30,108000042,1,4,19,24,47,49,36
2019-04-26,108000041,8,24,29,37,44,48,6
2019-04-23,108000040,8,14,16,18,30,35,36
2019-04-19,108000039,4,11,24,29,32,45,49
2019-04-16,108000038,1,14,23,36,39,41,4
2019-04-12,108000037,12,26,32,34,45,46,14
2019-04-09,108000036,10,36,37,44,45,46,48
2019-04-05,108000035,11,28,29,38,43,49,22
2019-04-02,108000034,5,28,38,40,41,47,25
2019-03-29,108000033,1,3,12,16,29,49,4
2019-03-26,108000032,6,13,14,19,24,38,26
2019-03-22,108000031,1,12,16,37,41,47,36
2019-03-19,108000030,7,16,17,36,47,48,49
2019-03-15,108000029,5,10,12,20,28,36,15
2019-03-12,108000028,5,7,22,37,40,45,12
2019-03-08,108000027,3,11,15,25,31,48,36
2019-03-05,108000026,12,13,16,21,42,43,39
2019-03-01,108000025,1,8,14,27,40,45,34
2019-02-26,108000024,6,17,22,34,38,42,20
2019-02-22,108000023,6,20,22,43,45,48,11
2019-02-19,108000022,1,3,4,24,32,43,37
2019-02-15,108000021,1,3,40,44,46,48,2
2019-02-12,108000020,11,16,19,29,30,45,1
2019-02-10,108000019,5,8,14,19,22,47,24
2019-02-09,108000018,6,8,18,19,20,30,22
2019-02-08,108000017,8,13,14,32,36,42,5
2019-02-07,108000016,7,21,29,33,40,41,8
2019-02-06,108000015,17,23,28,29,32,39,12
2019-02-05,108000014,13,18,30,34,45,49,33
2019-02-04,108000013,6,8,24,32,34,36,49
2019-02-03,108000012,12,24,28,36,37,40,6
2019-02-02,108000011,2,7,22,35,46,49,41
2019-02-01,108000010,10,17,20,21,32,41,34
2019-01-29,108000009,14,20,24,30,44,48,31
2019-01-25,108000008,3,10,14,15,20,45,2
2019-01-22,108000007,2,20,36,37,42,46,29
2019-01-18,108000006,4,5,10,30,39,45,14
2019-01-15,108000005,12,20,30,38,40,41,10
2019-01-11,108000004,13,20,22,31,34,42,9
2019-01-08,108000003,4,19,21,28,39,43,18
2019-01-04,108000002,6,7,8,20,47,48,30
2019-01-01,108000001,18,23,24,25,39,42,48
2018-12-28,107000108,7,11,19,23,35,44,33
2018-12-25,107000107,7,26,27,28,30,32,44
2018-12-21,107000106,5,19,21,34,41,49,42
2018-12-18,107000105,5,8,11,15,33,37,3
2018-12-14,107000104,6,9,14,19,38,49,20
2018-12-11,107000103,7,12,15,21,27,47,48
2018-12-07,107000102,11,20,29,33,34,36,18
2018-12-04,107000101,3,6,12,16,17,20,14
2018-11-30,107000100,5,14,20,27,29,45,7
2018-11-27,107000099,27,33,36,41,43,44,31
2018-11-23,107000098,7,20,21,34,37,43,5
2018-11-20,107000097,4,31,34,36,40,44,20
2018-11-16,107000096,7,11,23,30,38,49,45
2018-11-13,107000095,7,21,35,36,42,43,10
2018-11-09,107000094,4,12,14,15,22,48,28
2018-11-06,107000093,2,5,26,29,38,39,7
2018-11-02,107000092,5,16,18,32,41,47,2
2018-10-30,107000091,3,9,28,32,39,47,7
2018-10-26,107000090,8,10,23,33,41,46,48
2018-10-23,107000089,6,9,13,20,42,43,21
2018-10-19,107000088,7,18,20,32,42,49,24
2018-10-16,107000087,1,24,39,40,46,49,33
2018-10-12,107000086,4,6,7,12,20,21,29
2018-10-09,107000085,8,13,16,23,35,41,21
2018-10-05,107000084,3,9,10,42,44,47,5
2018-10-02,107000083,2,8,16,33,42,47,14
2018-09-28,107000082,1,2,7,20,27,37,19
2018-09-25,107000081,19,25,27,39,40,46,6
2018-09-21,107000080,3,5,10,11,29,45,25
2018-09-18,107000079,11,23,34,36,41,45,43
2018-09-14,107000078,19,29,36,37,45,46,18
2018-09-11,107000077,14,16,18,23,25,44,41
2018-09-07,107000076,2,8,14,21,37,44,49
2018-09-04,107000075,4,6,10,15,42,49,12
2018-08-31,107000074,12,15,34,37,43,46,38
2018-08-28,107000073,8,10,11,39,42,44,27
2018-08-24,107000072,3,7,9,31,39,45,35
2018-08-21,107000071,8,12,17,28,31,34,1
2018-08-17,107000070,3,14,19,21,35,48,13
2018-08-14,107000069,15,16,17,25,34,49,5
2018-08-10,107000068,5,7,16,18,36,48,37
2018-08-07,107000067,12,13,19,25,30,46,5
2018-08-03,107000066,4,6,30,35,40,43,13
2018-07-31,107000065,15,20,22,31,35,37,14
2018-07-27,107000064,5,12,17,19,35,48,9
2018-07-24,107000063,24,25,29,32,42,49,12
2018-07-20,107000062,9,12,13,24,39,45,38
2018-07-17,107000061,11,20,26,34,41,43,9
2018-07-13,107000060,2,14,21,31,42,46,4
2018-07-10,107000059,9,11,21,24,39,43,7
2018-07-06,107000058,2,3,21,28,32,47,27
2018-07-03,107000057,9,11,20,31,34,44,10
2018-06-29,107000056,4,13,27,30,37,41,20
2018-06-26,107000055,5,9,11,23,37,44,24
2018-06-22,107000054,6,7,11,25,26,30,31
2018-06-19,107000053,8,9,28,34,37,42,15
2018-06-15,107000052,16,25,28,30,44,46,27
2018-06-12,107000051,2,3,14,15,35,37,29
2018-06-08,107000050,2,9,17,31,32,40,47
2018-06-05,107000049,2,17,22,25,26,41,16
2018-06-01,107000048,16,26,28,33,42,49,20
2018-05-29,107000047,11,14,20,26,37,41,2
2018-05-25,107000046,1,6,22,24,32,42,16
2018-05-22,107000045,2,13,24,29,41,49,45
2018-05-18,107000044,1,11,36,38,41,42,48
2018-05-15,107000043,2,12,13,16,32,43,24
2018-05-11,107000042,4,11,25,35,37,48,36
2018-05-08,107000041,3,8,21,22,37,41,46
2018-05-04,107000040,10,22,30,33,36,47,43
2018-05-01,107000039,8,29,33,34,46,49,19
2018-04-27,107000038,4,25,26,27,30,48,11
2018-04-24,107000037,9,10,19,21,35,36,49
2018-04-20,107000036,10,14,32,33,35,46,43
2018-04-17,107000035,7,16,31,38,40,41,39
2018-04-13,107000034,1,12,25,28,40,46,39
2018-04-10,107000033,7,27,32,34,41,47,9
2018-04-06,107000032,7,25,31,34,47,49,26
2018-04-03,107000031,1,7,22,32,34,36,8
2018-03-30,107000030,1,5,13,43,44,47,25
2018-03-27,107000029,13,15,24,30,38,40,44
2018-03-23,107000028,4,9,13,32,34,41,42
2018-03-20,107000027,8,9,23,30,37,41,31
2018-03-16,107000026,3,14,16,17,43,46,4
2018-03-13,107000025,14,20,22,27,28,38,19
2018-03-09,107000024,12,15,18,27,30,38,19
2018-03-06,107000023,9,11,13,17,38,42,29
2018-03-02,107000022,1,12,17,25,31,48,21
2018-02-27,107000021,1,3,18,23,28,44,10
2018-02-23,107000020,3,7,15,16,18,41,42
2018-02-20,107000019,12,33,34,38,40,46,7
2018-02-19,107000018,7,9,19,22,36,49,29
2018-02-18,107000017,7,8,20,28,34,46,10
2018-02-17,107000016,3,5,17,32,33,47,36
2018-02-16,107000015,4,7,23,24,27,41,17
2018-02-15,107000014,7,21,22,37,41,48,15
2018-02-13,107000013,4,10,19,26,35,45,38
2018-02-09,107000012,12,17,20,21,30,45,9
2018-02-06,107000011,6,10,24,27,41,43,49
2018-02-02,107000010,1,2,10,11,26,43,40
2018-01-30,107000009,7,8,15,23,31,36,30
2018-01-26,107000008,7,23,32,34,43,47,24
2018-01-23,107000007,2,12,26,28,33,34,44
2018-01-19,107000006,2,13,16,22,26,48,39
2018-01-16,107000005,8,26,29,32,36,39,23
2018-01-12,107000004,1,7,14,22,40,45,29
2018-01-09,107000003,2,10,22,23,24,37,42
2018-01-05,107000002,4,13,17,29,31,44,14
2018-01-02,107000001,2,6,12,18,36,46,47
2017-12-29,106000108,11,12,15,20,27,47,36
2017-12-26,106000107,7,8,10,20,24,27,19
2017-12-22,106000106,12,18,20,21,31,37,24
2017-12-19,106000105,3,14,18,31,41,42,2
2017-12-15,106000104,17,19,24,27,31,37,8
2017-12-12,106000103,16,19,28,37,38,41,10
2017-12-08,106000102,1,5,8,10,34,35,46
2017-12-05,106000101,1,12,13,37,41,43,49
2017-12-01,106000100,2,3,5,28,42,48,9
2017-11-28,106000099,9,14,17,19,46,47,29
2017-11-24,106000098,4,8,10,14,41,45,38
2017-11-21,106000097,4,23,25,28,39,43,41
2017-11-17,106000096,2,14,19,28,39,46,45
2017-11-14,106000095,5,15,24,25,44,47,45
2017-11-10,106000094,10,15,24,26,29,35,12
2017-11-07,106000093,5,6,12,22,30,48,41
2017-11-03,106000092,8,20,23,33,36,43,2
2017-10-31,106000091,4,25,31,36,39,46,2
2017-10-27,106000090,2,11,17,22,38,40,41
2017-10-24,106000089,2,3,5,14,16,29,32
2017-10-20,106000088,3,8,18,19,26,42,17
2017-10-17,106000087,1,3,6,11,19,27,5
2017-10-13,106000086,5,8,23,34,44,46,16
2017-10-10,106000085,6,28,29,30,31,39,33
2017-10-06,106000084,4,28,32,37,41,45,47
2017-10-03,106000083,15,18,25,30,33,44,38
2017-09-29,106000082,3,14,16,21,33,36,20
2017-09-26,106000081,10,11,14,19,22,38,42
2017-09-22,106000080,18,35,39,43,47,49,44
2017-09-19,106000079,2,12,15,18,37,40,39
2017-09-15,106000078,3,8,11,16,33,37,35
2017-09-12,106000077,7,23,29,36,45,49,14
2017-09-08,106000076,8,13,15,19,29,42,25
2017-09-05,106000075,13,17,23,27,33,41,2
2017-09-01,106000074,5,11,14,16,36,40,46
2017-08-29,106000073,5,18,25,31,48,49,44
2017-08-25,106000072,1,4,19,24,28,31,49
2017-08-22,106000071,4,10,13,36,44,45,5
2017-08-18,106000070,7,10,12,35,38,47,23
2017-08-15,106000069,13,16,27,28,33,42,11
2017-08-11,106000068,2,8,9,18,27,37,33
2017-08-08,106000067,6,9,23,27,34,46,20
2017-08-04,106000066,15,16,26,27,39,45,37
2017-08-01,106000065,2,12,21,30,42,47,31
2017-07-28,106000064,11,13,18,22,38,39,3
2017-07-25,106000063,2,11,23,30,33,42,7
2017-07-21,106000062,2,12,24,32,42,47,29
2017-07-18,106000061,13,14,21,29,42,48,11
2017-07-14,106000060,16,18,19,25,26,32,22
2017-07-11,106000059,6,16,19,23,33,39,7
2017-07-07,106000058,18,30,40,42,44,49,8
2017-07-04,106000057,4,21,27,28,30,35,42
2017-06-30,106000056,8,12,22,30,32,36,6
2017-06-27,106000055,11,33,34,46,47,49,38
2017-06-23,106000054,2,8,12,34,41,42,7
2017-06-20,106000053,1,12,29,30,33,44,19
2017-06-16,106000052,1,15,21,26,36,45,10
2017-06-13,106000051,2,4,17,22,36,43,40
2017-06-09,106000050,24,26,31,32,37,46,1
2017-06-06,106000049,14,16,25,32,36,48,12
2017-06-02,106000048,3,7,8,23,30,31,32
2017-05-30,106000047,7,14,19,30,31,39,40
2017-05-26,106000046,8,14,16,19,21,35,20
2017-05-23,106000045,2,10,15,22,26,32,42
2017-05-19,106000044,15,16,21,23,28,46,14
2017-05-16,106000043,5,6,7,14,29,46,24
2017-05-12,106000042,2,9,18,22,25,35,14
2017-05-09,106000041,16,17,20,21,32,40,15
2017-05-05,106000040,1,9,18,19,34,49,11
2017-05-02,106000039,14,23,24,27,36,39,13
2017-04-28,106000038,1,3,19,31,32,42,43
2017-04-25,106000037,16,17,30,32,35,41,26
2017-04-21,106000036,5,15,22,23,28,39,25
2017-04-18,106000035,14,21,25,35,36,39,18
2017-04-14,106000034,2,3,4,23,29,42,14
2017-04-11,106000033,9,22,31,36,40,47,8
2017-04-07,106000032,19,23,31,32,37,49,26
2017-04-04,106000031,5,17,33,34,43,44,4
2017-03-31,106000030,17,18,22,24,25,38,39
2017-03-28,106000029,21,22,32,37,42,44,38
2017-03-24,106000028,24,36,39,41,45,49,22
2017-03-21,106000027,8,16,27,32,43,44,7
2017-03-17,106000026,4,17,25,36,40,44,8
2017-03-14,106000025,15,17,20,32,33,39,21
2017-03-10,106000024,11,12,21,35,41,48,1
2017-03-07,106000023,6,12,22,31,41,44,2
2017-03-03,106000022,2,16,20,37,43,48,10
2017-02-28,106000021,6,14,15,19,30,43,31
2017-02-24,106000020,12,16,35,38,41,47,1
2017-02-21,106000019,8,10,15,32,39,48,43
2017-02-17,106000018,6,16,21,23,46,49,39
2017-02-14,106000017,10,11,21,23,28,37,24
2017-02-10,106000016,7,11,12,15,24,26,6
2017-02-07,106000015,6,18,19,23,32,49,21
2017-02-03,106000014,2,11,25,29,30,33,20
2017-02-01,106000013,4,9,11,32,43,47,44
2017-01-31,106000012,4,11,16,28,33,46,17
2017-01-30,106000011,10,19,26,29,43,45,20
2017-01-29,106000010,3,8,9,12,14,22,46
2017-01-28,106000009,1,19,20,25,30,32,2
2017-01-27,106000008,1,5,7,31,35,49,42
2017-01-24,106000007,1,9,17,31,33,48,49
2017-01-20,106000006,1,5,16,18,31,41,13
2017-01-17,106000005,4,12,17,28,34,40,7
2017-01-13,106000004,14,19,21,25,27,38,22
2017-01-10,106000003,4,13,14,37,39,46,31
2017-01-06,106000002,12,14,32,35,40,43,17
2017-01-03,106000001,18,22,41,42,47,49,45
2016-12-30,105000111,6,7,35,37,38,47,12
2016-12-27,105000110,10,25,26,29,31,40,2
2016-12-23,105000109,8,23,28,38,41,42,30
2016-12-20,105000108,1,29,35,36,44,46,6
2016-12-16,105000107,11,19,25,34,36,42,8
2016-12-13,105000106,19,29,33,36,39,49,6
2016-12-09,105000105,12,28,38,42,44,49,2
2016-12-06,105000104,27,30,32,41,44,46,42
2016-12-02,105000103,5,25,26,34,40,49,47
2016-11-29,105000102,3,21,26,28,38,40,42
2016-11-25,105000101,1,3,22,28,37,42,10
2016-11-22,105000100,1,21,24,25,34,44,19
2016-11-18,105000099,6,18,24,25,26,34,19
2016-11-15,105000098,7,8,25,33,41,43,6
2016-11-11,105000097,2,7,8,22,28,32,20
2016-11-08,105000096,3,6,11,17,22,49,44
2016-11-04,105000095,2,3,17,28,38,49,21
2016-11-01,105000094,10,11,15,20,31,49,44
2016-10-28,105000093,1,10,13,33,37,38,40
2016-10-25,105000092,5,15,25,27,33,34,43
2016-10-21,105000091,2,8,21,32,33,37,15
2016-10-18,105000090,14,15,16,24,44,47,21
2016-10-14,105000089,10,23,29,30,44,47,7
2016-10-11,105000088,2,8,13,14,37,39,38
2016-10-07,105000087,10,16,30,33,37,42,43
2016-10-04,105000086,11,23,30,35,40,44,7
2016-09-30,105000085,4,10,31,38,40,48,5
2016-09-27,105000084,14,15,16,35,46,48,2
2016-09-23,105000083,1,2,29,31,33,43,40
2016-09-20,105000082,4,7,17,22,44,45,32
2016-09-16,105000081,17,23,30,31,34,49,36
2016-09-13,105000080,3,16,22,33,40,41,39
2016-09-09,105000079,1,12,35,36,41,44,21
2016-09-06,105000078,4,7,20,23,28,45,35
2016-09-02,105000077,9,11,20,21,45,46,42
2016-08-30,105000076,1,11,18,27,36,46,26
2016-08-26,105000075,9,28,34,41,42,49,6
2016-08-23,105000074,25,26,37,38,44,48,31
2016-08-19,105000073,5,19,26,44,46,48,36
2016-08-16,105000072,5,14,15,20,27,29,35
2016-08-12,105000071,8,20,33,35,42,43,10
2016-08-09,105000070,15,17,30,35,37,45,41
2016-08-05,105000069,1,2,22,27,35,40,33
2016-08-02,105000068,4,15,20,22,28,29,1
2016-07-29,105000067,9,15,27,28,30,41,13
2016-07-26,105000066,9,15,19,22,35,41,37
2016-07-22,105000065,2,10,17,27,33,49,15
2016-07-19,105000064,7,13,33,40,45,46,39
2016-07-15,105000063,24,25,29,33,35,38,49
2016-07-12,105000062,25,31,34,42,43,46,5
2016-07-08,105000061,9,10,13,19,23,35,38
2016-07-05,105000060,6,9,15,17,40,47,24
2016-07-01,105000059,8,20,24,34,41,43,32
2016-06-28,105000058,7,8,25,39,45,46,38
2016-06-24,105000057,14,17,27,28,39,41,18
2016-06-21,105000056,2,27,34,35,36,49,26
